Tipo de jornada;Grupo de edad;Decil;Periodo;Total
Jornada a tiempo parcial;Total;3;2014;1.080,03
Jornada a tiempo parcial;Total;3;2013;1.076,15
Jornada a tiempo parcial;Total;3;2012;1.115,09
Jornada a tiempo parcial;Total;3;2011;1.125,12
Jornada a tiempo parcial;Total;3;2010;1.133,62
Jornada a tiempo parcial;Total;3;2009;1.117,71
Jornada a tiempo parcial;Total;3;2008;1.115,32
Jornada a tiempo parcial;Total;3;2007;1.026,73
Jornada a tiempo parcial;Total;3;2006;992,57
Jornada a tiempo parcial;Total;4;2023;1.632,28
Jornada a tiempo parcial;Total;4;2022;1.513,54
Jornada a tiempo parcial;Total;4;2021;1.446,79
Jornada a tiempo parcial;Total;4;2020;1.422,72
Jornada a tiempo parcial;Total;4;2019;1.413,63
Jornada a tiempo parcial;Total;4;2018;1.348,9
Jornada a tiempo parcial;Total;4;2017;1.322,29
Jornada a tiempo parcial;Total;4;2016;1.324,45
Jornada a tiempo parcial;Total;4;2015;1.298,61
Jornada a tiempo parcial;Total;4;2014;1.312,59
Jornada a tiempo parcial;Total;4;2013;1.314,11
Jornada a tiempo parcial;Total;4;2012;1.298,71
Jornada a tiempo parcial;Total;4;2011;1.285,83
Jornada a tiempo parcial;Total;4;2010;1.302,1
Jornada a tiempo parcial;Total;4;2009;1.281,64
Jornada a tiempo parcial;Total;4;2008;1.246,03
Jornada a tiempo parcial;Total;4;2007;1.203,64
Jornada a tiempo parcial;Total;4;2006;1.136,18
Jornada a tiempo parcial;Total;5;2023;1.821,1
Jornada a tiempo parcial;Total;5;2022;1.713,76
Jornada a tiempo parcial;Total;5;2021;1.645,7
Jornada a tiempo parcial;Total;5;2020;1.608,71
Jornada a tiempo parcial;Total;5;2019;1.591,99
Jornada a tiempo parcial;Total;5;2018;1.563,17
Jornada a tiempo parcial;Total;5;2017;1.489,14
Jornada a tiempo parcial;Total;5;2016;1.510,45
Jornada a tiempo parcial;Total;5;2015;1.508,55
Jornada a tiempo parcial;Total;5;2014;1.485,84
Jornada a tiempo parcial;Total;5;2013;1.508,34
Jornada a tiempo parcial;Total;5;2012;1.476,77
Jornada a tiempo parcial;Total;5;2011;1.504,95
Jornada a tiempo parcial;Total;5;2010;1.485,71
Jornada a tiempo parcial;Total;5;2009;1.421,85
Jornada a tiempo parcial;Total;5;2008;1.406,25
Jornada a tiempo parcial;Total;5;2007;1.338,02
Jornada a tiempo parcial;Total;5;2006;1.277,59
Jornada a tiempo parcial;Total;6;2023;2.032,88
Jornada a tiempo parcial;Total;6;2022;1.901,05
Jornada a tiempo parcial;Total;6;2021;1.847,33
Jornada a tiempo parcial;Total;6;2020;1.826,99
Jornada a tiempo parcial;Total;6;2019;1.796,14
Jornada a tiempo parcial;Total;6;2018;1.751,88
Jornada a tiempo parcial;Total;6;2017;1.675,89
Jornada a tiempo parcial;Total;6;2016;1.712,47
Jornada a tiempo parcial;Total;6;2015;1.684,22
Jornada a tiempo parcial;Total;6;2014;1.698,85
Jornada a tiempo parcial;Total;6;2013;1.688,14
Jornada a tiempo parcial;Total;6;2012;1.676,52
Jornada a tiempo parcial;Total;6;2011;1.686,73
Jornada a tiempo parcial;Total;6;2010;1.656,67
Jornada a tiempo parcial;Total;6;2009;1.619,12
Jornada a tiempo parcial;Total;6;2008;1.572,29
Jornada a tiempo parcial;Total;6;2007;1.487,37
Jornada a tiempo parcial;Total;6;2006;1.439,38
Jornada a tiempo parcial;Total;7;2023;2.351,69
Jornada a tiempo parcial;Total;7;2022;2.170,17
Jornada a tiempo parcial;Total;7;2021;2.102,4
Jornada a tiempo parcial;Total;7;2020;2.117,96
Jornada a tiempo parcial;Total;7;2019;2.055,96
Jornada a tiempo parcial;Total;7;2018;2.035,97
Jornada a tiempo parcial;Total;7;2017;1.990,36
Jornada a tiempo parcial;Total;7;2016;1.950,13
Jornada a tiempo parcial;Total;7;2015;1.928,74
Jornada a tiempo parcial;Total;7;2014;1.943,07
Jornada a tiempo parcial;Total;7;2013;1.935,28
Jornada a tiempo parcial;Total;7;2012;1.938,85
Jornada a tiempo parcial;Total;7;2011;1.917,63
Jornada a tiempo parcial;Total;7;2010;1.921,05
Jornada a tiempo parcial;Total;7;2009;1.838,24
Jornada a tiempo parcial;Total;7;2008;1.824,77
Jornada a tiempo parcial;Total;7;2007;1.698,07
Jornada a tiempo parcial;Total;7;2006;1.639,43
Jornada a tiempo parcial;Total;8;2023;2.840,67
Jornada a tiempo parcial;Total;8;2022;2.539,4
Jornada a tiempo parcial;Total;8;2021;2.528,31
Jornada a tiempo parcial;Total;8;2020;2.541,43
Jornada a tiempo parcial;Total;8;2019;2.474,22
Jornada a tiempo parcial;Total;8;2018;2.447,01
Jornada a tiempo parcial;Total;8;2017;2.352,92
Jornada a tiempo parcial;Total;8;2016;2.340,11
Jornada a tiempo parcial;Total;8;2015;2.313,37
Jornada a tiempo parcial;Total;8;2014;2.315,92
Jornada a tiempo parcial;Total;8;2013;2.376,98
Jornada a tiempo parcial;Total;8;2012;2.286,38
Jornada a tiempo parcial;Total;8;2011;2.239,02
Jornada a tiempo parcial;Total;8;2010;2.272,48
Jornada a tiempo parcial;Total;8;2009;2.210,12
Jornada a tiempo parcial;Total;8;2008;2.178,65
Jornada a tiempo parcial;Total;8;2007;2.064,15
Jornada a tiempo parcial;Total;8;2006;1.962,61
Jornada a tiempo parcial;Total;9;2023;3.146,28
Jornada a tiempo parcial;Total;9;2022;3.087,87
Jornada a tiempo parcial;Total;9;2021;2.893,16
Jornada a tiempo parcial;Total;9;2020;3.096,82
Jornada a tiempo parcial;Total;9;2019;2.826,16
Jornada a tiempo parcial;Total;9;2018;2.767,53
Jornada a tiempo parcial;Total;9;2017;2.904,29
Jornada a tiempo parcial;Total;9;2016;2.795,4
Jornada a tiempo parcial;Total;9;2015;2.871,55
Jornada a tiempo parcial;Total;9;2014;2.912,51
Jornada a tiempo parcial;Total;9;2013;2.744,26
Jornada a tiempo parcial;Total;9;2012;2.645,44
Jornada a tiempo parcial;Total;9;2011;2.558,4
Jornada a tiempo parcial;Total;9;2010;2.881,1
Jornada a tiempo parcial;Total;9;2009;2.810,1
Jornada a tiempo parcial;Total;9;2008;2.751,5
Jornada a tiempo parcial;Total;9;2007;2.528,23
Jornada a tiempo parcial;Total;9;2006;2.425,71
Jornada a tiempo parcial;Total;10;2023;..
Jornada a tiempo parcial;Total;10;2022;4.104,9
Jornada a tiempo parcial;Total;10;2021;..
Jornada a tiempo parcial;Total;10;2020;..
Jornada a tiempo parcial;Total;10;2019;..
Jornada a tiempo parcial;Total;10;2018;..
Jornada a tiempo parcial;Total;10;2017;..
Jornada a tiempo parcial;Total;10;2016;..
Jornada a tiempo parcial;Total;10;2015;3.487,48
Jornada a tiempo parcial;Total;10;2014;..
Jornada a tiempo parcial;Total;10;2013;..
Jornada a tiempo parcial;Total;10;2012;..
Jornada a tiempo parcial;Total;10;2011;..
Jornada a tiempo parcial;Total;10;2010;..
Jornada a tiempo parcial;Total;10;2009;..
Jornada a tiempo parcial;Total;10;2008;..
Jornada a tiempo parcial;Total;10;2007;..
Jornada a tiempo parcial;Total;10;2006;..
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2023;772,33
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2022;743,01
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2021;722,69
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2020;642,73
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2019;692,2
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2018;613,69
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2017;618,53
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2016;629,77
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2015;597,93
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2014;583,3
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2013;572,48
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2012;566,96
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2011;604,72
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2010;602,38
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2009;613,85
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2008;625,34
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2007;582,14
Jornada a tiempo parcial;De 16 a 24 años;Total decil;2006;571,28
Jornada a tiempo parcial;De 16 a 24 años;1;2023;593,29
Jornada a tiempo parcial;De 16 a 24 años;1;2022;587,84
Jornada a tiempo parcial;De 16 a 24 años;1;2021;539,61
Jornada a tiempo parcial;De 16 a 24 años;1;2020;497,21
Jornada a tiempo parcial;De 16 a 24 años;1;2019;510,47
Jornada a tiempo parcial;De 16 a 24 años;1;2018;464,22
Jornada a tiempo parcial;De 16 a 24 años;1;2017;428,62
Jornada a tiempo parcial;De 16 a 24 años;1;2016;448,36
Jornada a tiempo parcial;De 16 a 24 años;1;2015;414,75
Jornada a tiempo parcial;De 16 a 24 años;1;2014;386,65
Jornada a tiempo parcial;De 16 a 24 años;1;2013;408,91
Jornada a tiempo parcial;De 16 a 24 años;1;2012;420,78
Jornada a tiempo parcial;De 16 a 24 años;1;2011;455,53
Jornada a tiempo parcial;De 16 a 24 años;1;2010;466,27
Jornada a tiempo parcial;De 16 a 24 años;1;2009;458,23
Jornada a tiempo parcial;De 16 a 24 años;1;2008;465,21
Jornada a tiempo parcial;De 16 a 24 años;1;2007;473,73
Jornada a tiempo parcial;De 16 a 24 años;1;2006;442,3
Jornada a tiempo parcial;De 16 a 24 años;2;2023;1.153,52
Jornada a tiempo parcial;De 16 a 24 años;2;2022;1.078,84
Jornada a tiempo parcial;De 16 a 24 años;2;2021;1.000,2
Jornada a tiempo parcial;De 16 a 24 años;2;2020;941,48
Jornada a tiempo parcial;De 16 a 24 años;2;2019;952,28
Jornada a tiempo parcial;De 16 a 24 años;2;2018;855,59
Jornada a tiempo parcial;De 16 a 24 años;2;2017;831,98
Jornada a tiempo parcial;De 16 a 24 años;2;2016;810,85
Jornada a tiempo parcial;De 16 a 24 años;2;2015;801,84
Jornada a tiempo parcial;De 16 a 24 años;2;2014;764,45
Jornada a tiempo parcial;De 16 a 24 años;2;2013;756,27
Jornada a tiempo parcial;De 16 a 24 años;2;2012;783,98
Jornada a tiempo parcial;De 16 a 24 años;2;2011;834,46
Jornada a tiempo parcial;De 16 a 24 años;2;2010;833,81
Jornada a tiempo parcial;De 16 a 24 años;2;2009;847,43
Jornada a tiempo parcial;De 16 a 24 años;2;2008;850,14
Jornada a tiempo parcial;De 16 a 24 años;2;2007;805,76
Jornada a tiempo parcial;De 16 a 24 años;2;2006;762,7
Jornada a tiempo parcial;De 16 a 24 años;3;2023;1.411,62
Jornada a tiempo parcial;De 16 a 24 años;3;2022;1.355,78
Jornada a tiempo parcial;De 16 a 24 años;3;2021;1.265,47
Jornada a tiempo parcial;De 16 a 24 años;3;2020;1.223,37
Jornada a tiempo parcial;De 16 a 24 años;3;2019;1.210,92
Jornada a tiempo parcial;De 16 a 24 años;3;2018;1.126,58
Jornada a tiempo parcial;De 16 a 24 años;3;2017;1.101,15
Jornada a tiempo parcial;De 16 a 24 años;3;2016;1.094,79
Jornada a tiempo parcial;De 16 a 24 años;3;2015;1.086,43
Jornada a tiempo parcial;De 16 a 24 años;3;2014;1.040,72
Jornada a tiempo parcial;De 16 a 24 años;3;2013;1.066,71
Jornada a tiempo parcial;De 16 a 24 años;3;2012;1.095,26
Jornada a tiempo parcial;De 16 a 24 años;3;2011;1.100,89
Jornada a tiempo parcial;De 16 a 24 años;3;2010;1.140,4
Jornada a tiempo parcial;De 16 a 24 años;3;2009;1.093,84
Jornada a tiempo parcial;De 16 a 24 años;3;2008;1.119,41
Jornada a tiempo parcial;De 16 a 24 años;3;2007;1.023,29
Jornada a tiempo parcial;De 16 a 24 años;3;2006;994,22
Jornada a tiempo parcial;De 16 a 24 años;4;2023;1.648,2
Jornada a tiempo parcial;De 16 a 24 años;4;2022;1.524,77
Jornada a tiempo parcial;De 16 a 24 años;4;2021;1.446,11
Jornada a tiempo parcial;De 16 a 24 años;4;2020;1.432,63
Jornada a tiempo parcial;De 16 a 24 años;4;2019;1.413,86
Jornada a tiempo parcial;De 16 a 24 años;4;2018;1.379,97
Jornada a tiempo parcial;De 16 a 24 años;4;2017;1.313,6
Jornada a tiempo parcial;De 16 a 24 años;4;2016;1.329,19
Jornada a tiempo parcial;De 16 a 24 años;4;2015;1.291,26
Jornada a tiempo parcial;De 16 a 24 años;4;2014;1.320,31
Jornada a tiempo parcial;De 16 a 24 años;4;2013;1.331,37
Jornada a tiempo parcial;De 16 a 24 años;4;2012;1.262,46
Jornada a tiempo parcial;De 16 a 24 años;4;2011;1.293,89
Jornada a tiempo parcial;De 16 a 24 años;4;2010;1.310,04
Jornada a tiempo parcial;De 16 a 24 años;4;2009;1.316,77
Jornada a tiempo parcial;De 16 a 24 años;4;2008;1.227,2
Jornada a tiempo parcial;De 16 a 24 años;4;2007;1.174,09
Jornada a tiempo parcial;De 16 a 24 años;4;2006;1.138,47
Jornada a tiempo parcial;De 16 a 24 años;5;2023;1.835,44
Jornada a tiempo parcial;De 16 a 24 años;5;2022;1.705,33
Jornada a tiempo parcial;De 16 a 24 años;5;2021;1.709,52
Jornada a tiempo parcial;De 16 a 24 años;5;2020;1.657,57
Jornada a tiempo parcial;De 16 a 24 años;5;2019;1.589,01
Jornada a tiempo parcial;De 16 a 24 años;5;2018;1.545,88
Jornada a tiempo parcial;De 16 a 24 años;5;2017;1.436,42
Jornada a tiempo parcial;De 16 a 24 años;5;2016;1.515,94
Jornada a tiempo parcial;De 16 a 24 años;5;2015;1.420,72
Jornada a tiempo parcial;De 16 a 24 años;5;2014;1.447,2
Jornada a tiempo parcial;De 16 a 24 años;5;2013;1.505,8
Jornada a tiempo parcial;De 16 a 24 años;5;2012;1.462,66
Jornada a tiempo parcial;De 16 a 24 años;5;2011;1.557,99
Jornada a tiempo parcial;De 16 a 24 años;5;2010;1.505,15
Jornada a tiempo parcial;De 16 a 24 años;5;2009;1.389,4
Jornada a tiempo parcial;De 16 a 24 años;5;2008;1.453,18
Jornada a tiempo parcial;De 16 a 24 años;5;2007;1.328,82
Jornada a tiempo parcial;De 16 a 24 años;5;2006;1.284,42
Jornada a tiempo parcial;De 16 a 24 años;6;2023;2.026,59
Jornada a tiempo parcial;De 16 a 24 años;6;2022;1.934,84
Jornada a tiempo parcial;De 16 a 24 años;6;2021;1.804,32
Jornada a tiempo parcial;De 16 a 24 años;6;2020;1.757,99
Jornada a tiempo parcial;De 16 a 24 años;6;2019;1.789,63
Jornada a tiempo parcial;De 16 a 24 años;6;2018;..
Jornada a tiempo parcial;De 16 a 24 años;6;2017;1.675,92
Jornada a tiempo parcial;De 16 a 24 años;6;2016;1.689,69
Jornada a tiempo parcial;De 16 a 24 años;6;2015;1.631,87
Jornada a tiempo parcial;De 16 a 24 años;6;2014;1.724,49
Jornada a tiempo parcial;De 16 a 24 años;6;2013;1.705,85
Jornada a tiempo parcial;De 16 a 24 años;6;2012;1.663,35
Jornada a tiempo parcial;De 16 a 24 años;6;2011;1.668,47
Jornada a tiempo parcial;De 16 a 24 años;6;2010;1.699,27
Jornada a tiempo parcial;De 16 a 24 años;6;2009;1.649,34
Jornada a tiempo parcial;De 16 a 24 años;6;2008;1.567,88
Jornada a tiempo parcial;De 16 a 24 años;6;2007;1.486,55
Jornada a tiempo parcial;De 16 a 24 años;6;2006;1.428,19
Jornada a tiempo parcial;De 16 a 24 años;7;2023;2.365,95
Jornada a tiempo parcial;De 16 a 24 años;7;2022;2.058,97
Jornada a tiempo parcial;De 16 a 24 años;7;2021;2.211,43
Jornada a tiempo parcial;De 16 a 24 años;7;2020;2.150,01
Jornada a tiempo parcial;De 16 a 24 años;7;2019;2.060,97
Jornada a tiempo parcial;De 16 a 24 años;7;2018;1.951,53
Jornada a tiempo parcial;De 16 a 24 años;7;2017;1.884,73
Jornada a tiempo parcial;De 16 a 24 años;7;2016;..
Jornada a tiempo parcial;De 16 a 24 años;7;2015;2.018,99
Jornada a tiempo parcial;De 16 a 24 años;7;2014;1.845,9
Jornada a tiempo parcial;De 16 a 24 años;7;2013;1.903,6
Jornada a tiempo parcial;De 16 a 24 años;7;2012;2.009,05
Jornada a tiempo parcial;De 16 a 24 años;7;2011;1.904,42
Jornada a tiempo parcial;De 16 a 24 años;7;2010;1.953,28
Jornada a tiempo parcial;De 16 a 24 años;7;2009;1.842,91
Jornada a tiempo parcial;De 16 a 24 años;7;2008;1.771,32
Jornada a tiempo parcial;De 16 a 24 años;7;2007;..
Jornada a tiempo parcial;De 16 a 24 años;7;2006;1.598,94
Jornada a tiempo parcial;De 16 a 24 años;8;2023;..
Jornada a tiempo parcial;De 16 a 24 años;8;2022;2.683,74
Jornada a tiempo parcial;De 16 a 24 años;8;2021;2.358,71
Jornada a tiempo parcial;De 16 a 24 años;8;2020;..
Jornada a tiempo parcial;De 16 a 24 años;8;2019;2.361,39
Jornada a tiempo parcial;De 16 a 24 años;8;2018;..
Jornada a tiempo parcial;De 16 a 24 años;8;2017;..
Jornada a tiempo parcial;De 16 a 24 años;8;2016;2.364,4
Jornada a tiempo parcial;De 16 a 24 años;8;2015;2.273,76
Jornada a tiempo parcial;De 16 a 24 años;8;2014;2.530,41
Jornada a tiempo parcial;De 16 a 24 años;8;2013;..
Jornada a tiempo parcial;De 16 a 24 años;8;2012;..
Jornada a tiempo parcial;De 16 a 24 años;8;2011;2.129,45
Jornada a tiempo parcial;De 16 a 24 años;8;2010;2.214,25
Jornada a tiempo parcial;De 16 a 24 años;8;2009;2.307,43
Jornada a tiempo parcial;De 16 a 24 años;8;2008;2.098,59
Jornada a tiempo parcial;De 16 a 24 años;8;2007;2.036,83
Jornada a tiempo parcial;De 16 a 24 años;8;2006;1.943,83
Jornada a tiempo parcial;De 16 a 24 años;9;2023;3.060,91
Jornada a tiempo parcial;De 16 a 24 años;9;2022;..
Jornada a tiempo parcial;De 16 a 24 años;9;2021;2.831,47
Jornada a tiempo parcial;De 16 a 24 años;9;2020;3.315,09
Jornada a tiempo parcial;De 16 a 24 años;9;2019;2.737,5
Jornada a tiempo parcial;De 16 a 24 años;9;2018;..
Jornada a tiempo parcial;De 16 a 24 años;9;2017;..
Jornada a tiempo parcial;De 16 a 24 años;9;2016;..
Jornada a tiempo parcial;De 16 a 24 años;9;2015;..
Jornada a tiempo parcial;De 16 a 24 años;9;2014;..
Jornada a tiempo parcial;De 16 a 24 años;9;2013;..
Jornada a tiempo parcial;De 16 a 24 años;9;2012;2.578,63
Jornada a tiempo parcial;De 16 a 24 años;9;2011;2.563,7
Jornada a tiempo parcial;De 16 a 24 años;9;2010;..
Jornada a tiempo parcial;De 16 a 24 años;9;2009;2.733,67
Jornada a tiempo parcial;De 16 a 24 años;9;2008;2.909,57
Jornada a tiempo parcial;De 16 a 24 años;9;2007;2.601,85
Jornada a tiempo parcial;De 16 a 24 años;9;2006;2.356,67
Jornada a tiempo parcial;De 16 a 24 años;10;2023;..
Jornada a tiempo parcial;De 16 a 24 años;10;2022;..
Jornada a tiempo parcial;De 16 a 24 años;10;2021;..
Jornada a tiempo parcial;De 16 a 24 años;10;2020;..
Jornada a tiempo parcial;De 16 a 24 años;10;2019;..
Jornada a tiempo parcial;De 16 a 24 años;10;2018;..
Jornada a tiempo parcial;De 16 a 24 años;10;2017;..
Jornada a tiempo parcial;De 16 a 24 años;10;2016;..
Jornada a tiempo parcial;De 16 a 24 años;10;2015;..
Jornada a tiempo parcial;De 16 a 24 años;10;2014;..
Jornada a tiempo parcial;De 16 a 24 años;10;2013;..
Jornada a tiempo parcial;De 16 a 24 años;10;2012;..
Jornada a tiempo parcial;De 16 a 24 años;10;2011;..
Jornada a tiempo parcial;De 16 a 24 años;10;2010;..
Jornada a tiempo parcial;De 16 a 24 años;10;2009;..
Jornada a tiempo parcial;De 16 a 24 años;10;2008;..
Jornada a tiempo parcial;De 16 a 24 años;10;2007;..
Jornada a tiempo parcial;De 16 a 24 años;10;2006;..
Jornada a tiempo parcial;De 25 a 34 años;Total decil;2023;938,52
