tipo_de_jornada,grupo_de_edad,decil,año,total
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2011,656.73
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2010,655.91
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2009,656.43
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2008,644.08
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2007,626.2
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2006,594.14
Jornada a tiempo parcial,De 45 a 54 años,1,2023,631.08
Jornada a tiempo parcial,De 45 a 54 años,1,2022,590.25
Jornada a tiempo parcial,De 45 a 54 años,1,2021,538.6
Jornada a tiempo parcial,De 45 a 54 años,1,2020,489.66
Jornada a tiempo parcial,De 45 a 54 años,1,2019,509.0
Jornada a tiempo parcial,De 45 a 54 años,1,2018,459.36
Jornada a tiempo parcial,De 45 a 54 años,1,2017,445.04
Jornada a tiempo parcial,De 45 a 54 años,1,2016,440.15
Jornada a tiempo parcial,De 45 a 54 años,1,2015,388.23
Jornada a tiempo parcial,De 45 a 54 años,1,2014,398.69
Jornada a tiempo parcial,De 45 a 54 años,1,2013,390.99
Jornada a tiempo parcial,De 45 a 54 años,1,2012,404.62
Jornada a tiempo parcial,De 45 a 54 años,1,2011,420.46
Jornada a tiempo parcial,De 45 a 54 años,1,2010,442.59
Jornada a tiempo parcial,De 45 a 54 años,1,2009,462.5
Jornada a tiempo parcial,De 45 a 54 años,1,2008,454.09
Jornada a tiempo parcial,De 45 a 54 años,1,2007,467.1
Jornada a tiempo parcial,De 45 a 54 años,1,2006,450.08
Jornada a tiempo parcial,De 45 a 54 años,2,2023,1131.19
Jornada a tiempo parcial,De 45 a 54 años,2,2022,1073.78
Jornada a tiempo parcial,De 45 a 54 años,2,2021,999.05
Jornada a tiempo parcial,De 45 a 54 años,2,2020,966.28
Jornada a tiempo parcial,De 45 a 54 años,2,2019,948.42
Jornada a tiempo parcial,De 45 a 54 años,2,2018,877.96
Jornada a tiempo parcial,De 45 a 54 años,2,2017,835.2
Jornada a tiempo parcial,De 45 a 54 años,2,2016,831.58
Jornada a tiempo parcial,De 45 a 54 años,2,2015,794.71
Jornada a tiempo parcial,De 45 a 54 años,2,2014,791.01
Jornada a tiempo parcial,De 45 a 54 años,2,2013,770.66
Jornada a tiempo parcial,De 45 a 54 años,2,2012,783.37
Jornada a tiempo parcial,De 45 a 54 años,2,2011,833.31
Jornada a tiempo parcial,De 45 a 54 años,2,2010,845.1
Jornada a tiempo parcial,De 45 a 54 años,2,2009,828.8
Jornada a tiempo parcial,De 45 a 54 años,2,2008,840.29
Jornada a tiempo parcial,De 45 a 54 años,2,2007,817.44
Jornada a tiempo parcial,De 45 a 54 años,2,2006,768.91
Jornada a tiempo parcial,De 45 a 54 años,3,2023,1435.07
Jornada a tiempo parcial,De 45 a 54 años,3,2022,1326.3
Jornada a tiempo parcial,De 45 a 54 años,3,2021,1256.57
Jornada a tiempo parcial,De 45 a 54 años,3,2020,1224.63
Jornada a tiempo parcial,De 45 a 54 años,3,2019,1210.46
Jornada a tiempo parcial,De 45 a 54 años,3,2018,1148.49
Jornada a tiempo parcial,De 45 a 54 años,3,2017,1099.0
Jornada a tiempo parcial,De 45 a 54 años,3,2016,1102.21
Jornada a tiempo parcial,De 45 a 54 años,3,2015,1082.24
Jornada a tiempo parcial,De 45 a 54 años,3,2014,1071.12
Jornada a tiempo parcial,De 45 a 54 años,3,2013,1073.38
Jornada a tiempo parcial,De 45 a 54 años,3,2012,1110.7
Jornada a tiempo parcial,De 45 a 54 años,3,2011,1131.34
Jornada a tiempo parcial,De 45 a 54 años,3,2010,1135.69
Jornada a tiempo parcial,De 45 a 54 años,3,2009,1119.4
Jornada a tiempo parcial,De 45 a 54 años,3,2008,1112.58
Jornada a tiempo parcial,De 45 a 54 años,3,2007,1028.76
Jornada a tiempo parcial,De 45 a 54 años,3,2006,985.01
Jornada a tiempo parcial,De 45 a 54 años,4,2023,1630.41
Jornada a tiempo parcial,De 45 a 54 años,4,2022,1512.37
Jornada a tiempo parcial,De 45 a 54 años,4,2021,1432.89
Jornada a tiempo parcial,De 45 a 54 años,4,2020,1422.25
Jornada a tiempo parcial,De 45 a 54 años,4,2019,1429.95
Jornada a tiempo parcial,De 45 a 54 años,4,2018,1339.35
Jornada a tiempo parcial,De 45 a 54 años,4,2017,1326.09
Jornada a tiempo parcial,De 45 a 54 años,4,2016,1329.56
Jornada a tiempo parcial,De 45 a 54 años,4,2015,1295.95
Jornada a tiempo parcial,De 45 a 54 años,4,2014,1299.89
Jornada a tiempo parcial,De 45 a 54 años,4,2013,1329.91
Jornada a tiempo parcial,De 45 a 54 años,4,2012,1315.38
Jornada a tiempo parcial,De 45 a 54 años,4,2011,1287.13
Jornada a tiempo parcial,De 45 a 54 años,4,2010,1284.58
Jornada a tiempo parcial,De 45 a 54 años,4,2009,1259.76
Jornada a tiempo parcial,De 45 a 54 años,4,2008,1276.75
Jornada a tiempo parcial,De 45 a 54 años,4,2007,1211.19
Jornada a tiempo parcial,De 45 a 54 años,4,2006,1128.44
Jornada a tiempo parcial,De 45 a 54 años,5,2023,1818.04
Jornada a tiempo parcial,De 45 a 54 años,5,2022,1715.4
Jornada a tiempo parcial,De 45 a 54 años,5,2021,1636.06
Jornada a tiempo parcial,De 45 a 54 años,5,2020,1621.05
Jornada a tiempo parcial,De 45 a 54 años,5,2019,1596.43
Jornada a tiempo parcial,De 45 a 54 años,5,2018,1577.19
Jornada a tiempo parcial,De 45 a 54 años,5,2017,1496.67
Jornada a tiempo parcial,De 45 a 54 años,5,2016,1515.2
Jornada a tiempo parcial,De 45 a 54 años,5,2015,1499.12
Jornada a tiempo parcial,De 45 a 54 años,5,2014,1511.29
Jornada a tiempo parcial,De 45 a 54 años,5,2013,1448.36
Jornada a tiempo parcial,De 45 a 54 años,5,2012,1467.21
Jornada a tiempo parcial,De 45 a 54 años,5,2011,1514.86
Jornada a tiempo parcial,De 45 a 54 años,5,2010,1470.56
Jornada a tiempo parcial,De 45 a 54 años,5,2009,1428.92
Jornada a tiempo parcial,De 45 a 54 años,5,2008,1470.88
Jornada a tiempo parcial,De 45 a 54 años,5,2007,1330.86
Jornada a tiempo parcial,De 45 a 54 años,5,2006,1224.05
Jornada a tiempo parcial,De 45 a 54 años,6,2023,2023.95
Jornada a tiempo parcial,De 45 a 54 años,6,2022,1877.25
Jornada a tiempo parcial,De 45 a 54 años,6,2021,1860.62
Jornada a tiempo parcial,De 45 a 54 años,6,2020,1832.67
Jornada a tiempo parcial,De 45 a 54 años,6,2019,1800.37
Jornada a tiempo parcial,De 45 a 54 años,6,2018,1780.88
Jornada a tiempo parcial,De 45 a 54 años,6,2017,1677.35
Jornada a tiempo parcial,De 45 a 54 años,6,2016,1728.86
Jornada a tiempo parcial,De 45 a 54 años,6,2015,1682.73
Jornada a tiempo parcial,De 45 a 54 años,6,2014,1700.09
Jornada a tiempo parcial,De 45 a 54 años,6,2013,1685.11
Jornada a tiempo parcial,De 45 a 54 años,6,2012,1632.07
Jornada a tiempo parcial,De 45 a 54 años,6,2011,1704.49
Jornada a tiempo parcial,De 45 a 54 años,6,2010,1675.34
Jornada a tiempo parcial,De 45 a 54 años,6,2009,1625.34
Jornada a tiempo parcial,De 45 a 54 años,6,2008,1527.3
Jornada a tiempo parcial,De 45 a 54 años,6,2007,1499.19
Jornada a tiempo parcial,De 45 a 54 años,6,2006,1467.69
Jornada a tiempo parcial,De 45 a 54 años,7,2023,2372.83
Jornada a tiempo parcial,De 45 a 54 años,7,2022,2166.83
Jornada a tiempo parcial,De 45 a 54 años,7,2021,2143.74
Jornada a tiempo parcial,De 45 a 54 años,7,2020,2137.76
Jornada a tiempo parcial,De 45 a 54 años,7,2019,2050.89
Jornada a tiempo parcial,De 45 a 54 años,7,2018,2080.16
Jornada a tiempo parcial,De 45 a 54 años,7,2017,1955.14
Jornada a tiempo parcial,De 45 a 54 años,7,2016,1921.51
Jornada a tiempo parcial,De 45 a 54 años,7,2015,1928.84
Jornada a tiempo parcial,De 45 a 54 años,7,2014,2014.11
Jornada a tiempo parcial,De 45 a 54 años,7,2013,1915.1
Jornada a tiempo parcial,De 45 a 54 años,7,2012,1913.17
Jornada a tiempo parcial,De 45 a 54 años,7,2011,1878.97
Jornada a tiempo parcial,De 45 a 54 años,7,2010,1898.74
Jornada a tiempo parcial,De 45 a 54 años,7,2009,1807.81
Jornada a tiempo parcial,De 45 a 54 años,7,2008,1873.4
Jornada a tiempo parcial,De 45 a 54 años,7,2007,1710.03
Jornada a tiempo parcial,De 45 a 54 años,7,2006,1630.49
Jornada a tiempo parcial,De 45 a 54 años,8,2023,2806.41
Jornada a tiempo parcial,De 45 a 54 años,8,2022,2522.79
Jornada a tiempo parcial,De 45 a 54 años,8,2021,2497.83
Jornada a tiempo parcial,De 45 a 54 años,8,2020,2594.25
Jornada a tiempo parcial,De 45 a 54 años,8,2019,2502.53
Jornada a tiempo parcial,De 45 a 54 años,8,2018,2397.91
Jornada a tiempo parcial,De 45 a 54 años,8,2017,2333.48
Jornada a tiempo parcial,De 45 a 54 años,8,2016,2357.61
Jornada a tiempo parcial,De 45 a 54 años,8,2015,2356.69
Jornada a tiempo parcial,De 45 a 54 años,8,2014,2350.19
Jornada a tiempo parcial,De 45 a 54 años,8,2013,2349.58
Jornada a tiempo parcial,De 45 a 54 años,8,2012,2219.51
Jornada a tiempo parcial,De 45 a 54 años,8,2011,2363.41
Jornada a tiempo parcial,De 45 a 54 años,8,2010,2325.45
Jornada a tiempo parcial,De 45 a 54 años,8,2009,2237.63
Jornada a tiempo parcial,De 45 a 54 años,8,2008,2198.98
Jornada a tiempo parcial,De 45 a 54 años,8,2007,2044.21
Jornada a tiempo parcial,De 45 a 54 años,8,2006,2033.39
Jornada a tiempo parcial,De 45 a 54 años,9,2023,3148.33
Jornada a tiempo parcial,De 45 a 54 años,9,2022,3136.23
Jornada a tiempo parcial,De 45 a 54 años,9,2021,2913.53
Jornada a tiempo parcial,De 45 a 54 años,9,2020,3161.35
Jornada a tiempo parcial,De 45 a 54 años,9,2019,2832.97
Jornada a tiempo parcial,De 45 a 54 años,9,2018,2759.93
Jornada a tiempo parcial,De 45 a 54 años,9,2017,2865.42
Jornada a tiempo parcial,De 45 a 54 años,9,2016,2707.39
Jornada a tiempo parcial,De 45 a 54 años,9,2015,2760.53
Jornada a tiempo parcial,De 45 a 54 años,9,2014,2996.51
Jornada a tiempo parcial,De 45 a 54 años,9,2013,2723.92
Jornada a tiempo parcial,De 45 a 54 años,9,2012,2651.53
Jornada a tiempo parcial,De 45 a 54 años,9,2011,2527.71
Jornada a tiempo parcial,De 45 a 54 años,9,2010,2716.98
Jornada a tiempo parcial,De 45 a 54 años,9,2009,2546.05
Jornada a tiempo parcial,De 45 a 54 años,9,2008,2769.18
Jornada a tiempo parcial,De 45 a 54 años,9,2007,2481.7
Jornada a tiempo parcial,De 45 a 54 años,9,2006,2473.42
Jornada a tiempo parcial,55 y más años,Total decil,2023,850.05
Jornada a tiempo parcial,55 y más años,Total decil,2022,855.68
Jornada a tiempo parcial,55 y más años,Total decil,2021,746.63
Jornada a tiempo parcial,55 y más años,Total decil,2020,794.98
Jornada a tiempo parcial,55 y más años,Total decil,2019,774.04
Jornada a tiempo parcial,55 y más años,Total decil,2018,697.77
Jornada a tiempo parcial,55 y más años,Total decil,2017,677.58
Jornada a tiempo parcial,55 y más años,Total decil,2016,690.6
Jornada a tiempo parcial,55 y más años,Total decil,2015,638.91
Jornada a tiempo parcial,55 y más años,Total decil,2014,671.25
Jornada a tiempo parcial,55 y más años,Total decil,2013,661.9
Jornada a tiempo parcial,55 y más años,Total decil,2012,632.54
Jornada a tiempo parcial,55 y más años,Total decil,2011,641.52
Jornada a tiempo parcial,55 y más años,Total decil,2010,649.67
Jornada a tiempo parcial,55 y más años,Total decil,2009,683.9
Jornada a tiempo parcial,55 y más años,Total decil,2008,673.16
Jornada a tiempo parcial,55 y más años,Total decil,2007,602.68
Jornada a tiempo parcial,55 y más años,Total decil,2006,601.8
Jornada a tiempo parcial,55 y más años,1,2023,592.86
Jornada a tiempo parcial,55 y más años,1,2022,565.98
Jornada a tiempo parcial,55 y más años,1,2021,502.84
Jornada a tiempo parcial,55 y más años,1,2020,485.02
Jornada a tiempo parcial,55 y más años,1,2019,491.21
Jornada a tiempo parcial,55 y más años,1,2018,452.69
Jornada a tiempo parcial,55 y más años,1,2017,428.8
Jornada a tiempo parcial,55 y más años,1,2016,419.23
Jornada a tiempo parcial,55 y más años,1,2015,383.33
Jornada a tiempo parcial,55 y más años,1,2014,378.96
Jornada a tiempo parcial,55 y más años,1,2013,384.76
Jornada a tiempo parcial,55 y más años,1,2012,390.11
Jornada a tiempo parcial,55 y más años,1,2011,409.14
Jornada a tiempo parcial,55 y más años,1,2010,443.34
Jornada a tiempo parcial,55 y más años,1,2009,467.02
Jornada a tiempo parcial,55 y más años,1,2008,448.34
Jornada a tiempo parcial,55 y más años,1,2007,449.37
Jornada a tiempo parcial,55 y más años,1,2006,429.59
Jornada a tiempo parcial,55 y más años,2,2023,1152.19
Jornada a tiempo parcial,55 y más años,2,2022,1090.37
Jornada a tiempo parcial,55 y más años,2,2021,971.72
Jornada a tiempo parcial,55 y más años,2,2020,944.06
Jornada a tiempo parcial,55 y más años,2,2019,944.62
Jornada a tiempo parcial,55 y más años,2,2018,874.97
Jornada a tiempo parcial,55 y más años,2,2017,841.31
Jornada a tiempo parcial,55 y más años,2,2016,829.82
Jornada a tiempo parcial,55 y más años,2,2015,797.03
Jornada a tiempo parcial,55 y más años,2,2014,797.31
Jornada a tiempo parcial,55 y más años,2,2013,779.0
Jornada a tiempo parcial,55 y más años,2,2012,785.33
Jornada a tiempo parcial,55 y más años,2,2011,840.27
Jornada a tiempo parcial,55 y más años,2,2010,840.67
Jornada a tiempo parcial,55 y más años,2,2009,844.29
Jornada a tiempo parcial,55 y más años,2,2008,844.95
Jornada a tiempo parcial,55 y más años,2,2007,807.37
Jornada a tiempo parcial,55 y más años,2,2006,749.86
Jornada a tiempo parcial,55 y más años,3,2023,1393.69
Jornada a tiempo parcial,55 y más años,3,2022,1352.37
Jornada a tiempo parcial,55 y más años,3,2021,1268.89
Jornada a tiempo parcial,55 y más años,3,2020,1227.41
Jornada a tiempo parcial,55 y más años,3,2019,1231.55
Jornada a tiempo parcial,55 y más años,3,2018,1150.29
Jornada a tiempo parcial,55 y más años,3,2017,1108.06
Jornada a tiempo parcial,55 y más años,3,2016,1091.4
Jornada a tiempo parcial,55 y más años,3,2015,1084.2
Jornada a tiempo parcial,55 y más años,3,2014,1069.76
Jornada a tiempo parcial,55 y más años,3,2013,1086.25
Jornada a tiempo parcial,55 y más años,3,2012,1094.52
Jornada a tiempo parcial,55 y más años,3,2011,1147.23
Jornada a tiempo parcial,55 y más años,3,2010,1128.63
Jornada a tiempo parcial,55 y más años,3,2009,1120.12
Jornada a tiempo parcial,55 y más años,3,2008,1118.11
Jornada a tiempo parcial,55 y más años,3,2007,1025.71
Jornada a tiempo parcial,55 y más años,3,2006,994.45
Jornada a tiempo parcial,55 y más años,4,2023,1638.49
Jornada a tiempo parcial,55 y más años,4,2022,1498.53
Jornada a tiempo parcial,55 y más años,4,2021,1465.46
Jornada a tiempo parcial,55 y más años,4,2020,1420.71
Jornada a tiempo parcial,55 y más años,4,2019,1431.7
Jornada a tiempo parcial,55 y más años,4,2018,1339.63
Jornada a tiempo parcial,55 y más años,4,2017,1320.89
Jornada a tiempo parcial,55 y más años,4,2016,1315.0
Jornada a tiempo parcial,55 y más años,4,2015,1325.9
Jornada a tiempo parcial,55 y más años,4,2014,1320.28
Jornada a tiempo parcial,55 y más años,4,2013,1322.16
Jornada a tiempo parcial,55 y más años,4,2012,1299.99
Jornada a tiempo parcial,55 y más años,4,2011,1273.8
Jornada a tiempo parcial,55 y más años,4,2010,1317.95
Jornada a tiempo parcial,55 y más años,4,2009,1269.18
Jornada a tiempo parcial,55 y más años,4,2008,1238.75
Jornada a tiempo parcial,55 y más años,4,2007,1228.4
Jornada a tiempo parcial,55 y más años,4,2006,1174.2
Jornada a tiempo parcial,55 y más años,5,2023,1855.36
Jornada a tiempo parcial,55 y más años,5,2022,1718.26
Jornada a tiempo parcial,55 y más años,5,2021,1651.49
Jornada a tiempo parcial,55 y más años,5,2020,1611.23
Jornada a tiempo parcial,55 y más años,5,2019,1589.25
Jornada a tiempo parcial,55 y más años,5,2018,1539.83
Jornada a tiempo parcial,55 y más años,5,2017,1485.85
Jornada a tiempo parcial,55 y más años,5,2016,1494.92
Jornada a tiempo parcial,55 y más años,5,2015,1492.46
Jornada a tiempo parcial,55 y más años,5,2014,1489.81
Jornada a tiempo parcial,55 y más años,5,2013,1527.12
Jornada a tiempo parcial,55 y más años,5,2012,1490.09
Jornada a tiempo parcial,55 y más años,5,2011,1536.46
Jornada a tiempo parcial,55 y más años,5,2010,1493.61
Jornada a tiempo parcial,55 y más años,5,2009,1394.42
Jornada a tiempo parcial,55 y más años,5,2008,1412.62
Jornada a tiempo parcial,55 y más años,5,2007,1371.29
Jornada a tiempo parcial,55 y más años,5,2006,1295.05
Jornada a tiempo parcial,55 y más años,6,2023,2044.39
Jornada a tiempo parcial,55 y más años,6,2022,1964.7
Jornada a tiempo parcial,55 y más años,6,2021,1828.67
Jornada a tiempo parcial,55 y más años,6,2020,1814.59
Jornada a tiempo parcial,55 y más años,6,2019,1785.6
Jornada a tiempo parcial,55 y más años,6,2018,1758.2
Jornada a tiempo parcial,55 y más años,6,2017,1664.02
Jornada a tiempo parcial,55 y más años,6,2016,1718.56
Jornada a tiempo parcial,55 y más años,6,2015,1672.19
Jornada a tiempo parcial,55 y más años,6,2014,1660.36
Jornada a tiempo parcial,55 y más años,6,2013,1618.17
Jornada a tiempo parcial,55 y más años,6,2012,1766.12
Jornada a tiempo parcial,55 y más años,6,2011,1707.6
Jornada a tiempo parcial,55 y más años,6,2010,1725.17
Jornada a tiempo parcial,55 y más años,6,2009,1610.25
Jornada a tiempo parcial,55 y más años,6,2008,1612.4
Jornada a tiempo parcial,55 y más años,6,2007,1506.42
Jornada a tiempo parcial,55 y más años,6,2006,1416.15
Jornada a tiempo parcial,55 y más años,7,2023,2398.22
Jornada a tiempo parcial,55 y más años,7,2022,2122.97
Jornada a tiempo parcial,55 y más años,7,2021,2134.53
Jornada a tiempo parcial,55 y más años,7,2020,2082.98
Jornada a tiempo parcial,55 y más años,7,2019,2089.14
Jornada a tiempo parcial,55 y más años,7,2018,2117.77
Jornada a tiempo parcial,55 y más años,7,2017,2026.92
Jornada a tiempo parcial,55 y más años,7,2016,1945.59
Jornada a tiempo parcial,55 y más años,7,2015,1937.9
Jornada a tiempo parcial,55 y más años,7,2014,1886.47
Jornada a tiempo parcial,55 y más años,7,2013,1941.49
Jornada a tiempo parcial,55 y más años,7,2012,1892.68
Jornada a tiempo parcial,55 y más años,7,2011,1833.4
Jornada a tiempo parcial,55 y más años,7,2010,1936.26
Jornada a tiempo parcial,55 y más años,7,2009,1888.82
Jornada a tiempo parcial,55 y más años,7,2008,1793.67
Jornada a tiempo parcial,55 y más años,7,2007,1668.92
Jornada a tiempo parcial,55 y más años,7,2006,1668.97
Jornada a tiempo parcial,55 y más años,8,2023,2932.54
Jornada a tiempo parcial,55 y más años,8,2022,2650.6
Jornada a tiempo parcial,55 y más años,8,2021,2696.78
Jornada a tiempo parcial,55 y más años,8,2020,2558.79
Jornada a tiempo parcial,55 y más años,8,2019,2604.04
Jornada a tiempo parcial,55 y más años,8,2018,2447.68
Jornada a tiempo parcial,55 y más años,8,2017,2266.62
Jornada a tiempo parcial,55 y más años,8,2016,2381.85
Jornada a tiempo parcial,55 y más años,8,2015,2484.87
Jornada a tiempo parcial,55 y más años,8,2014,2349.85
Jornada a tiempo parcial,55 y más años,8,2013,2392.82
Jornada a tiempo parcial,55 y más años,8,2012,2335.17
Jornada a tiempo parcial,55 y más años,8,2011,2098.75
Jornada a tiempo parcial,55 y más años,8,2010,2178.63
Jornada a tiempo parcial,55 y más años,8,2009,2152.0
Jornada a tiempo parcial,55 y más años,8,2008,2213.89
Jornada a tiempo parcial,55 y más años,8,2007,2043.01
Jornada a tiempo parcial,55 y más años,8,2006,1978.26
Jornada a tiempo parcial,55 y más años,9,2023,3176.88
Jornada a tiempo parcial,55 y más años,9,2022,3030.51
Jornada a tiempo parcial,55 y más años,9,2021,2889.58
Jornada a tiempo parcial,55 y más años,9,2020,3043.46
Jornada a tiempo parcial,55 y más años,9,2019,2793.35
Jornada a tiempo parcial,55 y más años,9,2018,2769.32
Jornada a tiempo parcial,55 y más años,9,2017,2871.41
Jornada a tiempo parcial,55 y más años,9,2016,2918.69
Jornada a tiempo parcial,55 y más años,9,2015,2727.78
Jornada a tiempo parcial,55 y más años,9,2014,2822.56
Jornada a tiempo parcial,55 y más años,9,2013,2866.62
Jornada a tiempo parcial,55 y más años,9,2012,2613.28
Jornada a tiempo parcial,55 y más años,9,2011,2523.19
Jornada a tiempo parcial,55 y más años,9,2010,3012.18
Jornada a tiempo parcial,55 y más años,9,2009,2930.48
Jornada a tiempo parcial,55 y más años,9,2008,2755.86
Jornada a tiempo parcial,55 y más años,9,2007,2537.33
Jornada a tiempo parcial,55 y más años,9,2006,2543.55
Jornada a tiempo parcial,55 y más años,10,2022,4104.9
